dataset_id,fid,category,data_type,is_measured,is_deprecated,fillin_func_id,window_size_in_hours,derive_func_id,derive_func_input,description,version,unit,function_arguments
1000,furosemide_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,pao2,TWF,Real,yes,no,last_value_in_window,28,,,Labs,1,mmHg,
1000,suspicion_of_infection,T,Boolean,no,no,,,suspicion_of_infection_update,"culture_order, any_antibiotics_order",return True if suspicion_of_infection criteria satisfy,1,no unit,
1000,theophylline_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,hepatic_sofa,TWF,Integer,no,no,,,hepatic_sofa_update,bilirubin,"Lab-based feature, it should not be sparse",1,no unit,
1000,paco2,TWF,Real,yes,no,last_value_in_window,28,,,Labs,1,mmHg,
1000,organ_insufficiency_hist,S,Boolean,yes,no,,,,,history,1,no unit,
1000,chronic_pulmonary_hist,S,Boolean,yes,no,,,,,History,1,no unit,
1000,emphysema_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit,
1000,esrd_hist,S,Boolean,yes,no,,,,,History,1,no unit,
1000,organ_insufficiency_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit,
1000,immunodeficiency_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit,
1000,heart_arrhythmias_hist,S,Boolean,yes,no,,,,,History,1,no unit,
1000,chronic_bronchitis_prob,S,Boolean,yes,no,,,,,ProblemList,1,no unit,
1000,dobutamine_dose,T,JSON,yes,no,,3,,,Medication,1,mcg/kg/min,
1000,abp_mean,TWF,Real,yes,no,last_value_in_window,4,,,"Physiologic, mean of Diastolic Arterial blood pressure",1,mmHg,
1000,stroke_inhosp,T,String,yes,no,,,,,"Diagnoses, t if patient diagnosed with stroke during hospital stay",1,,
1000,ceftriaxone_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,biliary_sepsis,T,String,yes,no,,,,,,,,
1000,sodium,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,mmol/L,
1000,neosynephrine_dose,T,JSON,yes,no,,3,,,Medication,1,mg,
1000,obstructive_pe_shock,TWF,Integer,no,no,,,obstructive_pe_shock_update,"lactate, ddimer, spo2, heart_rate",screening label,1,no unit,
1000,metabolic_acidosis,TWF,Integer,no,no,,,metabolic_acidosis_update,"arterial_ph, bicarbonate",event,1,no unit,
1000,troponin,TWF,Real,yes,no,last_value_in_window,28,,,Physiologic,1,ng/mL,
1000,enalaprilat_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,milrinone_dose,T,JSON,yes,no,,3,,,Medication,1,mcg/kg/min,
1000,rass,TWF,Real,yes,no,last_value_in_window,6,,,Physiologic,1,no unit,
1000,pneumonia_sepsis_approx,T,String,yes,no,,,,,,,,
1000,acute_kidney_failure,T,Boolean,no,no,,,acute_kidney_failure_update,"acute_kidney_failure_inhosp, creatinine, urine_output_24hr, dialysis",Diagnoses,1,,
1000,any_antibiotics,T,Boolean,no,no,,,any_antibiotics_update,"ampicillin_dose, clindamycin_dose, erythromycin_dose , gentamicin_dose , oxacillin_dose , tobramycin_dose , vancomycin_dose , ceftazidime_dose , cefazolin_dose , penicillin_g_dose , meropenem_dose , penicillin_dose , amoxicillin_dose , piperacillin_tazbac_dose, rifampin_dose, meropenem_dose, rapamycin_dose",any antibiotic was given to the patient,1,no unit,
1000,sirs_raw,TWF,Boolean,no,no,,,sirs_raw_update,"sirs_temperature_oor, sirs_hr_oor, sirs_resp_oor, sirs_wbc_oor","mix of lab and vital signs, it should not be sparse",1,no unit,
1000,chronic_bronchitis_hist,S,Boolean,yes,no,,,,,History,1,no unit,
1000,pao2_to_fio2,TWF,Real,no,no,,,pao2_to_fio2_update,"pao2, fio2","vital sign based, it should not be sparse",1,mmHg,
1000,propofol_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,amoxicillin_dose,T,JSON,yes,no,,3,,,Medication,1,mg,
1000,verapamil_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,qsofa,TWF,Integer,no,no,,,qsofa_update,"resp_rate, sbpm, gcs",it should not be sparse,1,no unit,
1000,erythromycin_dose,T,JSON,yes,no,,3,,,Medication,1,mg,
1000,fio2,TWF,Real,yes,no,last_value_in_window,28,,,Physiologic,1,%,
1000,neurologic_sofa,TWF,Integer,no,no,,,neurologic_sofa_update,gcs,"vital-sign based,  it should not be sparse",1,no unit,
1000,hematologic_sofa,TWF,Integer,no,no,,,hematologic_sofa_update,platelets,"Lab-based feature, it should not be sparse",1,no unit,
1000,any_anticoagulant,T,Boolean,no,no,,,anticoagulant_update,"apixaban_dose, dabigatran_dose, rivaroxaban_dose, warfarin_dose, heparin_dose","Medication, 1 if any anticoagulant administered",1,,
1000,renal_sofa,TWF,Integer,no,no,,,renal_sofa_update,"creatinine, urine_output_24hr",it should not be sparse,1,no unit,
1000,clindamycin_dose,T,JSON,yes,no,,3,,,Medication,1,mg,
1000,levophed_dose,T,JSON,yes,no,,3,,,Medication,1,mcg/min,
1000,nbp_sys,TWF,Real,yes,no,last_value_in_window,4,,,Physiologic,1,mmHg,
1000,etomidate_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,tobramycin_dose,T,JSON,yes,no,,3,,,Medication,1,mg,
1000,sirs_hr_oor,TWF,Boolean,no,no,,,sirs_hr_oor_update,heart_rate,"vital sign based,  it should not be sparse",1,no unit,
1000,rapamycin_dose,T,JSON,yes,no,,3,,,Medication,1,mg,
1000,resp_sofa,TWF,Integer,no,no,,,resp_sofa_update,"vent, pao2_to_fio2",,1,no unit,
1000,bun_to_cr,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,no unit,
1000,hypersensitivity_pneumonitis_hist,S,Boolean,yes,no,,,,,History,1,no unit,
1000,prednisone_dose,T,JSON,yes,no,,,,,Medication,1,,
1000,chronic_kidney_hist,S,Boolean,yes,no,,,,,History,1,no unit,
1000,vasopressin_dose,T,JSON,yes,no,,3,,,Medication,1,unit,
1000,cmi,TWF,Boolean,no,no,,,cmi_update,"severe_sepsis, fluid_resuscitation, vasopressor_resuscitation, fluids_intake_1hr","label, it should not be sparse",1,no unit,
1000,heart_attack,T,Boolean,no,no,,,heart_attack_update,"heart_attack_inhosp, ekg_proc, troponin","Diagnoses, t at time of heart attack",1,,
1000,levophed_injection_dose,T,JSON,yes,no,,3,,,Medication,1,mcg/kg/min,
1000,gender,S,Integer,yes,no,,,,,Demographic,1,0 stands for female and 1 stands for male,
1000,cardio_sofa,TWF,Integer,no,no,,,cardio_sofa_update,"map, dopamine_dose, epinephrine_dose, dobutamine_dose, levophed_infusion_dose, weight","a feature based on medication and vital sign, SOFA, Cardio vascular",1,no unit,
1000,stroke,T,Boolean,no,no,,,stroke_update,"stroke_inhosp, ct_proc, mri_proc",Diagnoses,1,,
1000,pulmonary_emboli_inhosp,T,String,yes,no,,,,,"Diagnoses, t if patient diagnosed with pulmonary emboli during hospital stay",1,,
1000,acute_pancreatitis,TWF,Integer,no,no,,,acute_pancreatitis_update,"lipase, amylase",event,1,no unit,
1000,wbc,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,K/mm3,
1000,doxazosin_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,hepatic_failure_inhosp,T,String,yes,no,,,,,"Diagnoses, t if patient diagnosed with fulminant hepatic failure during hospital stay",1,,
1000,chronic_airway_obstruction_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit,
1000,infections_angus_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit,
1000,asthma_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit,
1000,shock_idx,TWF,Real,no,no,,,shock_idx_update,"heart_rate, sbpm","vital signs-based, it should not be sparse",1,beats per min/mmHg,
1000,fludrocortisone_dose,T,JSON,yes,no,,,,,Medication,1,,
1000,weight,TWF,Real,yes,no,last_value_in_window,168,,,Phyiologic,1,kg,
1000,meropenem_dose,T,JSON,yes,no,,3,,,Medication,1,mg,
1000,rivaroxaban_dose,T,JSON,yes,no,,,,,Medication,1,,
1000,platelets,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,103/ul,
1000,arterial_ph,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,no unit,
1000,aclidinium_dose,T,JSON,yes,no,,,,,Medication,1,puff|Inhaler,
1000,bronchiectasis_prob,S,Boolean,yes,no,,,,,ProblemList,1,no unit,
1000,hypersensitivity_pneumonitis_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit,
1000,nbp_dias,TWF,Real,yes,no,last_value_in_window,4,,,Physiologic,1,mmHg,
1000,pneumonia_approx,T,String,yes,no,,,,,,,,
1000,dabigatran_dose,T,JSON,yes,no,,,,,Medication,1,,
1000,midazolam_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,gi_bleed,T,Boolean,no,no,,,gi_bleed_update,"gi_bleed_inhosp, ct_proc, mri_proc",,1,,
1000,albuterol_dose,T,json,yes,no,,,,,Medication,,mg,
1000,bronchiectasis_hist,S,Boolean,yes,no,,,,,History,1,no unit,
1000,gentamicin_dose,T,JSON,yes,no,,3,,,Medication,1,mg,
1000,fluids_intake_1hr,TWF,Real,no,no,,,fluids_intake_1hr,fluids_intake,,1,ml,
1000,co2,TWF,Real,yes,no,last_value_in_window,28,,,"Lab, carbon dioxide",1,mmol/L,
1000,heparin_dose,T,JSON,yes,no,,,,,Medication,1,,
1000,heart_arrhythmias_prob,S,Boolean,yes,no,,,,,ProblemList,1,no unit,
1000,acebutolol_dose,T,JSON,yes,no,,,,,Medication,1,,
1000,dbpm,TWF,Real,no,no,,,dbpm_update,"abp_dias, nbp_dias","feaure based on BP dias, Diastolic blood pressure (combines invasive and noninvasive), it should not be sparse",1,mmHg,
1000,heart_failure_hist,S,Boolean,yes,no,,,,,History,1,no unit,
1000,ddimer,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,mg/L,
1000,ast_liver_enzymes,TWF,Real,yes,no,last_value_in_window,28,,,Physiologic,1,Units/L,
1000,betamethasone_dose,T,JSON,yes,no,,,,,Medication,1,,
1000,fluids_intake_24hr,TWF,Real,no,no,,,fluids_intake_24hr,fluids_intake,,1,ml,
1000,ptt,TWF,Real,yes,no,last_value_in_window,28,,,Partial thromboplastin time,1,,
1000,transfuse_platelets,T,Boolean,yes,no,,,,,Whether patient received transfusion,1,no unit,
1000,levophed_infusion_dose,T,JSON,yes,no,,3,,,Medication,1,mcg/kg/min,
1000,hemorrhage_inhosp,T,String,yes,no,,,,,"Diagnoses, t if patient diagnosed with hemorrhage during hospital stay",1,,
1000,esrd_prob,S,Boolean,yes,no,,,,,ProblemList,1,no unit,
1000,epogen_dose,T,JSON,yes,no,,,,,Medication,1,Units,
1000,abp_sys,TWF,Real,yes,no,last_value_in_window,4,,,"Physiologic, Systolic Arterial blood pressure",1,mmHg,
1000,esrd_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit,
1000,magnesium,TWF,Real,yes,no,last_value_in_window,28,,,Physiologic,1,mg/dL,
1000,severe_sepsis,TWF,Boolean,no,no,,,severe_sepsis_update,"sirs_intp, acute_organ_failure, sepsis_note,infections_angus_diag, infections_angus_hist","mix of lab and vital signs, check whether severe sepsis has occurred,  it should not be sparse",1,no unit,
1000,bicarbonate,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,Units/L,
1000,clonidine_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,transfuse_plasma,T,Boolean,yes,no,,,,,Whether patient received transfusion,1,no unit,
1000,emphysema_prob,S,Boolean,yes,no,,,,,ProblemList,1,no unit,
1000,heart_attack_inhosp,T,String,yes,no,,,,,"Diagnoses, t if patient diagnosed with heart attack during hospital stay",1,,
1000,ekg_proc,T,JSON,yes,no,,,,,Procedure,1,,
1000,severe_pancreatitis,T,Boolean,no,no,,,severe_pancreatitis_update,"severe_pancreatitis_inhosp, ct_proc, mri_proc",Diagnoses,1,,
1000,any_antibiotics_order,T,String,no,no,,,any_antibiotics_order_update,"ampicillin_dose, clindamycin_dose, erythromycin_dose , gentamicin_dose , oxacillin_dose , tobramycin_dose , vancomycin_dose , ceftazidime_dose , cefazolin_dose , penicillin_g_dose , meropenem_dose , penicillin_dose , amoxicillin_dose , piperacillin_tazbac_dose, rifampin_dose, meropenem_dose, rapamycin_dose",any antibiotics was ordered for the patient,1,no unit,
1000,pancreatitis_chronic_prob,S,Boolean,yes,no,,,,,ProblemList,1,no unit,
1000,liver_disease_hist,S,Boolean,yes,no,,,,,history,1,no unit,
1000,dialysis_hist,S,Boolean,yes,no,,,,,History,1,no unit,
1000,hydrocortisone_dose,T,JSON,yes,no,,,,,Medication,1,,
1000,lipase,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,Units/L,
1000,diabetes_hist,S,Boolean,yes,no,,,,,History,1,no unit,
1000,prednisolone_dose,T,JSON,yes,no,,,,,Medication,1,,
1000,bisoprolol_dose,T,JSON,yes,no,,,,,Medication,1,,
1000,asthma_prob,S,Boolean,yes,no,,,,,ProblemList,1,no unit,
1000,hypotension_raw,TWF,Boolean,no,no,,,hypotension_raw_update,"sbpm, mapm","BP-based feature, it should not be sparse",1,no unit,
1000,salmeterol_dose,T,JSON,yes,no,,,,,Medication,1,Puff,
1000,insulin_dose,T,JSON,yes,no,,,,,Medication,1,,
1000,immunodeficiency_prob,S,Boolean,yes,no,,,,,ProblemList,1,no unit,
1000,sbpm,TWF,Real,no,no,,,sbpm_update,"abp_sys, nbp_sys","Systolic blood pressure,  it should not be sparse",1,mmHg,
1000,bronchitis,T,Boolean,no,no,,,bronchitis_update,"bronchitis_inhosp, chest_xray, bacterial_culture",Diagnoses,1,,
1000,culture_order,T,String,yes,no,,,,,Procedure,1,,
1000,dialysis_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit,
1000,heart_rate,TWF,Real,yes,no,last_value_in_window,4,,,Physiologic,1,beats per min,
1000,nbp_mean,TWF,Real,no,no,,,nbp_mean_update,"nbp_dias, nbp_sys","Physiologic, mean of NonInvasive blood pressure",1,mmHg,
1000,aids_hist,S,Boolean,yes,no,,,,,History,1,no unit,
1000,amiodarone_dose,T,JSON,yes,no,,,,,Medication,1,mg or mg/min if given by IV,
1000,moxifloxacin_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,diazepam_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,admit_weight,S,Real,no,no,,,admit_weight_update,weight,Admission weight,1,kg,
1000,nadolol_dose,T,JSON,yes,no,,,,,Medication,1,,
1000,chronic_airway_obstruction_prob,S,Boolean,yes,no,,,,,ProblemList,1,no unit,
1000,vent,T,String,yes,no,,,,,need to know when is on and when it taken away,1,no unit,
1000,ards_inhosp,T,String,yes,no,,,,,"Diagnoses, t if patient diagnosed with ARDS during hospital stay",1,,
1000,asthma_hist,S,Boolean,yes,no,,,,,History,1,no unit,
1000,anion_gap,TWF,Real,yes,no,last_value_in_window,28,,,Physiologic,1,,
1000,renal_insufficiency_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit,
1000,severe_pancreatitis_inhosp,T,String,yes,no,,,,,"Diagnoses, t if patient diagnosed with severe pancreatitis during hospital stay",1,,
1000,vasopressor_resuscitation,TWF,Boolean,no,no,,,vasopressor_resuscitation_update,"levophed_infusion_dose,dopamine_dose",,1,no unit,
1000,methylprednisolone_dose,T,JSON,yes,no,,,,,Medication,1,,
1000,hepatic_failure,T,Boolean,no,no,,,hepatic_failure_update,"hepatic_failure_inhosp, bilirubin",,1,,
1000,pulmonary_emboli,T,Boolean,no,no,,,pulmonary_emboli_update,"pulmonary_emboli_inhosp, ct_proc, ekg_proc",Diagnoses,1,,
1000,urine_output_24hr,TWF,Real,no,no,,,urine_output_24hr,urine_output,Physiologic,1,ml,
1000,amylase,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,Units/L,
1000,uro_sepsis,T,String,yes,no,,,,,,,,
1000,transfuse_cryoprecipitate,T,Boolean,yes,no,,,,,Whether patient received transfusion,1,no unit,
1000,propranolol_dose,T,JSON,yes,no,,,,,Medication,1,,
1000,septic_shock_iii,TWF,Integer,no,no,,,septic_shock_iii_update,"suspicion_of_infection,qsofa,worst_sofa, fluid_resuscitation, hypotension_intp,vasopressor_resuscitation,lactate",Whether patient has septic shock using 2016 consensus definition,1,no unit,
1000,hematocrit,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,%,
1000,hydralazine_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,lisinopril_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,temperature,TWF,Real,yes,no,last_value_in_window,28,,,Physiologic,1,Fahrenheit,
1000,any_beta_blocker,T,Boolean,no,no,,,beta_blocker_update,"acebutolol_dose, atenolol_dose, bisoprolol_dose, metoprolol_dose, nadolol_dose, propranolol_dose","Medication, 1 if any beta blocker administered",1,,
1000,penicillin_dose,T,JSON,yes,no,,3,,,Medication,1,Million Units,
1000,sirs_wbc_oor,TWF,Boolean,no,no,,,sirs_wbc_oor_update,wbc,it should not be sparse,1,no unit,
1000,any_glucocorticoid,T,Boolean,no,no,,,glucocorticoid_update,"hydrocortisone_dose, prednisone_dose, prednisolone_dose, methylprednisolone_dose, dexamethasone_dose, betamethasone_dose, fludrocortisone_dose","Medication, 1 if any glucocorticoid administered",1,,
1000,enalapril_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,levalbuterol_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,hemoglobin_minutes_since_measurement,TWF,Real,no,no,,,time_since_last_measured,hemoglobin,minutes since last measured,1,no unit,
1000,intubation,T,Boolean,yes,no,,,,,Want to know time of placement,1,no unit,
1000,urine_output_6hr,TWF,Real,no,no,,,urine_output_6hr,urine_output,Physiologic,1,ml,
1000,chloride,TWF,Real,yes,no,last_value_in_window,28,,,Physiologic,1,mg/dL,
1000,spo2,TWF,Real,yes,no,last_value_in_window,4,,,"Physiologic, Peripheral capillary oxygen saturation",1,%,
1000,resp_rate,TWF,Real,yes,no,last_value_in_window,4,,,Physiologic,1,breath per min,
1000,diltiazem_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,hemorrhagic_shock,TWF,Integer,no,no,,,hemorrhagic_shock_update,"transfuse_rbc, lactate, sbpm",screening label,1,no unit,
1000,diabetes_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit,
1000,heart_arrhythmias_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit,
1000,potassium,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,mmol/L,
1000,line_sepsis,T,String,yes,no,,,,,,,,
1000,cefazolin_dose,T,JSON,yes,no,,3,,,Medication,1,mg,
1000,acute_liver_failure,TWF,Integer,no,no,,,acute_liver_failure_update,"inr,gcs,liver_disease_hist",Whether patient has acute liver failure,1,no unit,
1000,met_carcinoma_hist,S,Boolean,yes,no,,,,,History,1,no unit,
1000,bun,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,mg/dL,
1000,ramipril_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,hemoglobin_change,TWF,Real,no,no,,,change_since_last_measured,hemoglobin,hemoglobin change since last measured,1,no unit,
1000,ceftazidime_dose,T,JSON,yes,no,,3,,,Medication,1,mg,
1000,bronchitis_inhosp,T,String,yes,no,,,,,"Diagnoses, t if patient diagnosed with bronchitis during hospital stay",1,,
1000,mri_proc,T,String,yes,no,,,,,"Procedure, name of MRI performed",1,,
1000,epinephrine_dose,T,JSON,yes,no,,3,,,Medication,1,mcg/min,
1000,isincardiacicu,T,Boolean,yes,no,,,,,"feature, cardiac surgery patients",1,no unit,
1000,mi,TWF,int,no,no,,,mi_update,troponin,event,1,no unit,
1000,transfuse_rbc,T,Boolean,yes,no,,,,,Whether patient received transfusion,1,no unit,
1000,hypotension_intp,TWF,Boolean,no,no,,,hypotension_intp_update,hypotension_raw,it should not be sparse,1,no unit,
1000,uti_approx,T,String,yes,no,,,,,,,,
1000,calcium,TWF,Real,yes,no,last_value_in_window,28,,,Physiologic,1,mg/dL,
1000,biliary_sepsis_approx,T,String,yes,no,,,,,,,,
1000,pneumonia_sepsis,T,String,yes,no,,,,,,,,
1000,ards_approx,T,String,yes,no,,,,,,,,
1000,pancreatitis_chronic_hist,S,Boolean,yes,no,,,,,History,1,no unit,
1000,ct_proc,T,String,yes,no,,,,,"Procedure, name of CT scan performed",1,,
1000,gi_bleed_inhosp,T,String,yes,no,,,,,,,,
1000,tiotropium_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,abp_dias,TWF,Real,yes,no,last_value_in_window,4,,,"Physiologic, Diastolic Arterial blood pressure",1,mmHg,
1000,acute_organ_failure,TWF,Boolean,no,no,,,acute_organ_failure_update,"inr, platelets, creatinine, chronic_kidney_hist, bilirubin, liver_disease_hist, urine_output_24hr, lactate, pao2_to_fio2, chronic_pulmonary_hist, hypotension_intp","check whether the organ-failure criteria for severe sepsis was met, it should not be sparse",1,no unit,
1000,intra_abdominal_sepsis,T,String,yes,no,,,,,,,,
1000,apixaban_dose,T,JSON,yes,no,,,,,Medication,1,,
1000,liver_disease_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit,
1000,hypersensitivity_pneumonitis_prob,S,Boolean,yes,no,,,,,ProblemList,1,no unit,
1000,worst_sofa,TWF,Integer,no,no,,,worst_sofa_update,"resp_sofa, hepatic_sofa, hematologic_sofa, cardio_sofa, neurologic_sofa, renal_sofa",it should not be sparse,1,no unit,
1000,metoprolol_dose,T,JSON,yes,no,,,,,Medication,1,,
1000,lorazepam_dose,T,JSON,yes,no,,,,,Medication,1,mg,
1000,hemoglobin,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,gm/dL,
1000,any_organ_failure,TWF,Boolean,no,no,,,any_organ_failure_update,worst_sofa,"Lab-based feature, it should not be sparse",1,no unit,
1000,inr,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,no unit,
1000,rifampin_dose,T,JSON,yes,no,,3,,,Medication,1,mg,
1000,dopamine_dose,T,JSON,yes,no,,3,,,Medication,1,mcg/kg/min,
1000,any_pressor,T,Boolean,no,no,,,any_pressor_update,"dopamine_dose, epinephrine_dose, levophed_infusion_dose, neosynephrine_dose, vasopressin_dose",any antibiotic was given to the patient,1,no unit,
1000,dexamethasone_dose,T,JSON,yes,no,,,,,Medication,1,,
1000,ampicillin_dose,T,JSON,yes,no,,3,,,Medication,1,mg,
1000,creatinine,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,mg/dl,
1000,fluid_resuscitation,TWF,Boolean,no,no,,,fluid_resuscitation_update,"fluids_intake_3hr,weight",,1,no unit,
1000,hemorrhage,T,Integer,no,no,,,hemorrhage_update,transfuse_rbc,Whether there is a new hemorrhage,1,no unit,
1000,chronic_airway_obstruction_hist,S,Boolean,yes,no,,,,,History,1,no unit,
1000,chest_xray,T,Boolean,yes,no,,,,,"Procedure, true if chest x-ray performed",1,,
1000,vancomycin_dose,T,JSON,yes,no,,3,,,Medication,1,mg,
1000,atenolol_dose,T,JSON,yes,no,,,,,Medication,1,,
1000,bronchiectasis_diag,S,Boolean,yes,no,,,,,Diagnoses,1,no unit,
1000,dialysis,T,Boolean,yes,no,,,,,Volume of fluid removed,1,,
1000,bilirubin,TWF,Real,yes,no,last_value_in_window,28,,,Lab,1,mg/dl,
1000,alt_liver_enzymes,TWF,Real,yes,no,last_value_in_window,28,,,Physiologic,1,,
1000,map,TWF,Real,yes,no,last_value_in_window,4,,,Phyiologic,1,mmHg,
